sentence1	sentence2	gold_label
Bogdanovic exited Thursday's preseason game against the Clippers early with a right ankle sprain, Jason Jones of The Sacramento Bee reports. Bogdanovic slammed into Kosta Koufos will attempting to defend a three-pointer and came down awkwardly on his ankle. He had to be helped off the court by the team trainer and was subsequently ruled out for the remainder of the exhibition. Bogdanovic will almost certainly sit out Friday's preseason tilt against the Warriors and his availability for the regular season opener on Wednesday could also be in doubt depending on the severity of the sprain.	bogdanovic did not play in the game thursday	contradiction
Arcia is not in Saturday's starting lineup against the Astros, Jeff Fletcher of The Orange County Register reports. Arcia will get the day off after starting behind the dish in both of the last two games. Jose Briceno is slated to handle the catching duties and bat ninth with Arcia on the bench.	Jose Briceno does not play the same position as Arcia.	contradiction
Forty-one robotics teams from elemetnary schools from Algoma District compete at Northern Ontario VEX IQ Challenge at Sault College on Saturday. The event, the largest regional qualifying competition in Canada, runs from 9 a.m. to 4 p.m. at the Student Health and Wellness Centre. Free parking is available in J lot south, a release says. Top teams advance to Ontario provincial championships in Brampton on March 2.	There were over 40 highschool kids	contradiction
Have your say A road traffic collision is causing delays near Sheffield city centre this afternoon. The collision happened in Bridgehouses at Kelham Island and is causing traffic to be backed up along Penistone Road. Transport operator Stagecoach Yorkshire said at 1.30pm there are delays to services which are being diverted along Hoyle Street, Meadow Street and Scotland Street between Shalesmoor and West Bar.	Stagecoach Yorkshire announced delays this morning.	contradiction
NEW HAVEN, Conn. (WTNH) - Mondays here on CT Style are for the mommy's and this week were chatting about an issue all of us moms can relate to, mom guilt! Dana Hillman who is a Licensed Professional Counselor and Play Therapist at Family & Children's Aid and mom of twins who are three tells us how to tackle the problem.	Dana Hillman used to be a mom.	contradiction
WASHINGTON (Reuters) - U.S. Supreme Court nominee Brett Kavanaugh and the woman who accused him of sexual assault will testify next Monday at a public hearing of the Senate Judiciary Committee, the panel’s chairman, Senator Chuck Grassley, said in a statement. Reporting by Eric Beech; Editing by Mohammad Zargham	Editing is by Eric Beech.	contradiction
MADRID Nov 12 Shares in Banco Popular gained as much as 6.8 percent on Monday after Spain's sixth-biggest bank secured a 2.5 billion euro ($3.18 billion) capital increase through steep discounts, averting the need to seek state aid. At 8.29 GMT, shares were up 6.9 percent to 1.20 euros. At a special meeting in Madrid on Saturday, large shareholders backed the plan, seen as a key test of Spanish banks' ability to tap markets ($1 = 0.7868 euros) (Reporting By Jesús Aguado; editing by Sarah Morris)	Prior to Banco Popular having secured a 2.5 billion euro capital increase through steep discounts, shares in the bank gained up to 6.8%	contradiction
The Ocean<br>Kristin took a trip. She stayed on the beach for a week. She had never seen the ocean before! Kristin walked in the sand and watched the sun set. She felt completely at peace.	Kristin did not live near the sea. 	entailment
The Seashell<br>Daniel liked to dig at the beach. He always found interesting shells. Last time, he found a giant shell that had pink swirls. He took hit home on put it on a shelf. People always commented hon how beautiful it was.	Everyone liked the giant pink swirled shell Daniel found in the sand.	entailment
Play<br>Judy wanted to be an actress, so she auditioned for her school play. She was awarded the second lead role! But then she saw what drudgery acting really was. The rehearsals and constant practice tired her out. Judy decided acting really wasn't for her, after all.	Judy was awarded a leading role.	entailment
It is a country place about a hundred miles from here .<br>Pine Valley is its name .<br>It 's restful and homey , and the people are so nice .<br>If you like , I 'll give you the address of the family I boarded with . ''<br>`` Thank you , '' said Constance indifferently .<br>`` I might as well go there as anywhere else . ''<br>`` Yes , but listen to me , dear .<br>Do n't take your morbidness with you .<br>Open your heart to the summer , and let its sunshine in , and when you come back in the fall , come prepared to let us all be your friends .	Oak Valley isn't the name.	entailment
Idea Went Bad<br>I had an Idea for years. I never had the money to pattern my idea. I finally saved the money. I had my idea pattern. Someone has already used my idea.	Ther person with the idea missed out on an opportunity.	entailment
The first was : Whether Ireland or Scotland was first inhabited ?<br>The second was : Whether man was made for woman , or woman for man ?<br>The third was : Whether men or brutes were made first ?<br>The lad not being able to answer one of these questions , the Red Etin took a mace and knocked him on the head , and turned him into a pillar of stone .	the red etin is an abusive male	entailment
Davy , arriving home at nine o'clock from the Boulter place , explained why .<br>`` I met Mrs. Lynde and some strange woman in the Hollow , '' he said , `` and gracious , how they were talking both at once !<br>Mrs. Lynde said to tell you she was sorry it was too late to call tonight .<br>Anne , I 'm awful hungry .<br>We had tea at Milty 's at four and I think Mrs. Boulter is real mean .<br>She did n't give us any preserves or cake ... and even the bread was skurce . ''<br>`` Davy , when you go visiting you must never criticize anything you are given to eat , '' said Anne solemnly .	Boulter is married.	entailment
Hot Plate<br>Drew took his plate out of the microwave. He was trying to hold it. Since the plate was hot, it quickly dropped from his hand. It fell on the floor and broke. His soup covered the entire floor.	Drew burned his hand on the hot plate.	entailment
Jumping jacks<br>My friend challenged me to a jumping jacks competition. He bet me five dollars he could do more. My friend did 50 jumping jacks. I did 60 jumping jacks. Now my friend owes me five dollars.	he won because he is better than his friend at jumping jacks	entailment
New Job<br>Tim was just hired at a new job. He didn't really want to work there. Unfortunately Tim needed the money. He did the least possible to keep the job. Tim looked for a better one and quit as soon as he found it.	Tim's new job paid him the money he was needing.	entailment
The Dirty Table<br>Jan went to eat at a fast food restaurant. There was only one table empty. The empty table was filthy. Jan grabbed a stack of napkins. She cleaned the table off before sitting.	Jan didn't want to sit at a dirty table.	entailment
