sentence1	sentence2	gold_label
DUBAI, March 22 (Reuters) - Kuwait's oil minister said on Thursday that Kuwait Petroleum Corporation (KPC) had signed an agreement with an international firm for long-term supply of liquefied natural gas (LNG), state news agency KUNA reported. Bakheet al-Rashidi did not mention the name of the company, describing it as a leading player in the LNG sector. KUNA quoted him as saying the agreement would help KPC meet rising demand for power generation in the Gulf Arab state. (Reporting by Hadeel Al Sayegh; Writing by Ghaida Ghantous; Editing by Mark Potter)	Mark Potter is an editor.	entailment
Chiropractor Dan Dopps is still practicing, but he's sold his former headquarters Dan Dopps, right, and his son Rory Dopps, briefly had a chiropractic practice in the former HomeTown Buffet on West Central, but Rory Dopps has moved to Kansas City, and Dan Dopps has sold the building. File photo	Dan Dopps did not retire after Rory moved.	entailment
"How entrenched is the term 'Fake News' in our everyday lives? So much that it's being added to the next print edition of the Collins Dictionary. John Q. Public now uses the phrase 'Fake news' so much that the Collins Dictionary has named it the ""Word of the Year"" (yes, I realize it's actually two words, not one). According to the latest numbers, usage of the phrase is up by 365% since 2016 - and that's not fake news. Sign Up for the Our Newsletter Enter your email to receive the latest news and information directly to your inbox! Name * First Last Email *"	Fake news is a thing.	entailment
"Native of South Korea and world-class violinist, Kyung Sun Lee, joins the LCO as they perform Astor Piazzolla's beautiful composition, ""Four Seasons."" Ms. Lee has received medals from a number of international competitions, including the Tchaikovsky, Queen Elizabeth, Montreal, Washington, and D'Angelo International competitions. The evening's program will conclude with Bach's ""Art of the Fugue"" and Mahler's ""Adagietto"" from his Fifth Symphony.Free admission (suggested donation: $10 - $20)."	Kyung Sun Lee is a world renowned violinist 	entailment
GIFFORD, Fla. -- A man was wounded in a shooting Friday night at a convenience store in Gifford. The Indian River County Sheriff's Office says they received a call about a shooting in the 4400 block of 34th Drive in Gifford. Deputies located Eric Roberts, 39, with pellet wounds from a shotgun. Detectives determined that Roberts was threatening customers at the store with a knife. A 58-year-old man discharged a .410 caliber shotgun at Roberts. The shooter was located and admitted to firing at Roberts in self defense. No charges are expected to be filed against the shooter at this time.	The Indian River County Sheriff's Office got a call when Eric Roberts was shot while threatening people.	entailment
Copley will start Wednesday's game in Winnipeg. Wednesday's contest was meant to be handled by Washington's primary netminder, Braden Holtby. However, prior to puck drop, it was announced that Copley would get the nod and the Capitals would be forced to dress an emergency backup behind him. Meanwhile, Holtby (upper body) has been ruled out for Wednesday's road affair, which happens also to be the second night of a back-to-back.	The city the game is going to be held in starts with a W	entailment
JANESVILLE The eastbound left lane of Highway 14 is closed because of a traffic accident, according to a state Department of Transportation news release. The accident occurred at 3:21 p.m. at County O. The closure is expected to last two hours. This story will be updated.	More information is to be expected.	entailment
Supplied video obtained Friday, October 19, 2018 and released by police after a man was charged with murder following the disappearance of Leisl Smith. Ms Smith left her Wallarah home on the state's Central Coast on August 19, 2012, with her Honda Accord found abandoned at nearby Tuggerah railway station more than a month after her disappearance. (AAP Video/Supplied/NSW Police) NO ARCHIVING, EDITORIAL USE ONLY	This publication does not allow archiving for this article. 	entailment
Help to support Christian Aid by making a donation or you can attend events being held in Gainsborough. On Tuesday, May 15, a Cream Tea for Christian Aid will be served from 3pm to 5pm at All Saints Parish Church and tickets are now available from the All Saints Church Cafe and on Sunday, May 19, a number of events are taking place at St Stephen's Methodist Church from 8.30am.	Christian churches have events	entailment
The Elections Commission would issue the Gazette notification calling for nominations on October 2, 2017 for the elections to the North Central, Sabaragamuwa and the Eastern Provincial Council, an official said yesterday. The term of all these three Provincial Councils will lapse by October 1. Accordingly, the Commission has authority to proceed with steps for calling for fresh elections. Commission's Chairman Mahinda Deshapriya told local newspaper that the pending elections could be postponed only with the Amendment of Article 154 E of the Constitution.	The Gazette has the authority to call for fresh elections.	entailment
KALAMAZOO, MI -- A water main break has caused a Kalamazoo street to be closed Friday, Jan. 12. Solon Street between West Main Street and Santos Avenue is closed, according to a news release from the city. Motorists should seek an alternate route. A detour has been posted. Boil water advisory for East Cork and Harvard Streets in Kalamazoo	Residents of East Cork and Harvard Streets have to boil their water	entailment
Forecasters are saying today should be the hottest of the week, with a high that could hit 101 degrees. Winds should be calm throughout the morning but this afternoon a 5 to 8 mph breeze should develop out of the south-southeast. Overnight lows should be in the mid-60s. The National Weather Service is predicting the high temperature will step back to about 97 degrees. For the rest of the week, the highs are expected to linger in the 90s under clear skies, and the lows are supposed to stay in the 60s. For additional weather information visit www.chicoer.com/weather.	the highs are lingering in the 90s next week.	entailment
Milford police have arrested a local man who is accused of threatening to harm an unborn child. Police said they responded to a home on Wepawaug Drive Monday to investigate a possible domestic violence incident and arrested 18-year-old Joshua Armstrong. Police said he was accused of threatening to harm the unborn child of a female inside the home and grabbed the victim by the collar of her shirt. Armstrong was charged with second-degree threatening and disorderly conduct. He was released on a promise to appear in court today.	Armstrong was arrested.	entailment
