Sentiment	Text
Positive	I wonder can you doing #mannequinchallenge in #OnceUponATime @OnceABC :folded_hands_light_skin_tone::beaming_face_with_smiling_eyes:
Positive	@PennStateMGYM @RaeSremmurd @espn Now that is awesome #mannequinchallenge #WeAre
Positive	Beyond the headlines #mannequinchallenge was a must! #policystudy #policysteady #BTH 
Positive	We have fun here at the @SheratonOKC. Check out our #MannequinChallenge in Aria Lounge!
Neutral	Here's TT Derby's #mannequinchallenge 
Positive	@burnaboy is the originator of the #MannequinChallenge in the  'Soke' music video. He was a whole year ahead!!! He deserves credit.:red_heart:
Neutral	Iraqi forces make further gains north and south of #Mosul 
Neutral	#Iraq #Nineveh #Military_operations continue south of #Mosul#Mosul_news #mosuloffensive #mosul_offensive #media… 
Neutral	#Humanrightswatch:Popular Mobilization Forces #PMF Detain, Beat Villagers near #Mosul#Mosuloffensive #MosulOp… 
Negative	#Iraq: 69,000 people displaced #Mosul #humanitarian .#Mosuloffensive #MosulOp #Iraq#ISIS#IslamicState… 
Neutral	#Iraq #Erbil More #civilians casualties left un-attended and as hospitals lack resources
Positive	Excellent read to understand #MosulOffensive: On the ground in Mosul: why the worst-case scenarios are coming true 
Negative	#Mosuloffensive: More than 68,000 Iraqis displaced since October, says #UnitedNations
Neutral	#Kurdistan president Barzani and #US’s Ashton Carter discuss #MosulOffensive in a phone call...
Neutral	#ISIS affiliated media: ISIS launched 20 suicide attacks between Nov. 15-21 in #Mosul battles, allegedly killing 487. #MosulOffensive #Iraq
Neutral	#ISIS says the third bridge on Tigris has been destroyed due to air-strikes in #Mosul... #MosulOffensive
Neutral	Reporter visiting Islamic state terrirory. #mosuloffensive #mosul #isis #iraq #syria #war #islamicstate #funny 
Neutral	Road to #Mosul, #Iraq. / Camino a Mosul, #Irak.#RoadtoMosul #MosulOffensive #photojournalism… 
Positive	#Iraq, #Mosul | #Iraqi_Forces regains control on neighborhoods east of Mosul
Negative	The IA just divided the city in half. Civilians must flee before they starve. #MosulOffensive 
Neutral	#ISIS claimed responsibility for a suicide operation targeting al-#Hashd forces near Al-Arbeed village, NW Hammam Al-Alil. #MosulOffensive
Neutral	MWI Adjunct Scholar @MarkHertling providing relevant analysis to the challenges of fighting in #MosulOffensive #Iraq 
Negative	Iraqi militias claim to have isolated IS-controlled #Mosul 
Neutral	#MosulOffensive: Iraqi army makes advances, captures four villages and aiming to take a fifth from #ISIS militants 
Neutral	This is Iraqi Armyhumanity and kindness and protectionNo more #ISISISIS is passing and dissipate#MosulOffensive… 
Neutral	Explosion today near Bazwia-Gogjali, east Mosul. With @mlazmrebin and @CampbellMacD #Iraq #MosulOffensive 
Positive	Happy Thanksgiving from Turkey! (oh, the puns :beaming_face_with_smiling_eyes:)Deciphering cryptic wifi access at @istanbulairportOn to… 
Negative	Saddened by the deaths of the Iranian pilgrims in Iraq, martyrs all #MosulOffensive
Neutral	PMU heads towards Tal Abta town western #Mosul.#MosulOps #mosuloffensive#ام_الربيعين_تجمعنا 
Negative	Iraqi Air forces kill dozens of #ISIS #ام_الربيعين_تجمعنا#mosul#mosulop#mosulops#mosuloffensive#iraq… 
Neutral	Is this what happens to a brain born into war? @nsabugsme #MiamiBookFair2016 #NBAwards
Positive	Congratulations to the 2016 #NBAwards Winners. @colsonwhitehead @DrIbram @repjohnlewis #DanielBorzutzky… 
Neutral	Let our bones break into song - @Deardarkness reading from BLUE LAWS at #MiamiBookFair2016 #NBAwards
Positive	We hosted the #NBAwards after party and it was :fire:! We laughed, danced, and celebrated the night away! 
Neutral	.@calreid opens our panel of #NBAwards Young People's Literature authors. #MiamiBookFair2016 
Positive	Congrats to @colsonwhitehead @DrIbram & @repjohnlewis for their #NBAwards. Thank you for telling your stories. 
Neutral	We rise and fall as one...We will arrive together. - @colsonwhitehead reads from THE UNDERGROUND RAILROAD… 
Positive	#thepowerofreading. Cheers for books! #NBAwards 
Neutral	this is a very diverse & talented cast of men, but I find it hard to believe that no women wrote #NBAwards-worthy b… 
Positive	Retweeted Daniel José Older (@djolder):The honorable @repjohnlewis receiving the #NBAwards and recalling being... 
Positive	A big congrats to @colsonwhitehead on his #NBAwards win! You can read our conversation with the author here 
Positive	Jacqueline Woodson and Jimmy Baldwin have both been nominated a National Book Award 4 times! #NBAwards
Positive	Almost 900k views on this video of John Lewis' amazing speech! #NBAwards! 
Neutral	Did you miss the #NBAwards announcement? Here are the titles honored this year by @nationalbook… 
Positive	Watch @repJohnLewis give powerful speech accepting a @NationalBook #NBAwards 'Read my child, read.'  
Positive	The latest The Wallflower Press! 
Positive	At the #NBAwards finalist reading, the poets were on :fire:. I've been reading these all day & they are brilliant. I can… 
Neutral	This is a fabulous admission of error#NBAwards .@nationalbook 
Positive	Listen to #NBAwards Winner @colsonwhitehead interview on @nprfreshair. 
Neutral	.@rachsyme interviews Robert A. Caro, who was presented with a lifetime achievement medal at the #NBAwards. 
Positive	#Clarity is the first step in achieving your biggest #goals
Positive	The latest Jornal Editorial ! 
Positive	The latest The Periplus Indonesia Daily! 
Positive	@WeAreBangalore @Harsha_MP @beyondcarlton #NBAwards Let's unearth more such jewels of #Bengaluru 
Neutral	Watch our #NBAwards Teen Press Conference, featuring the Young People's Literature Finalists. 
Negative	The 3 #NBAwards winner are all POC, but according to @BNBuzz, authors are only white men - w/a white woman thrown in for diversity.
Positive	Watch @BookViewNow's interviews with #NBAwards Finalists and other amazing authors from #MiamiBookFair2016 
Neutral	Move enthusiastically to your scariest worthwhile #dreams!
Positive	Random photos from #NBAwards, mostly of poetry judges and poets. 
Positive	Whatever scares you, dares you to be better. Discover how: 
Positive	The Evelyn McCPeters Art Journal is out! 
Positive	Happy #thanksgiving day!!! 
Positive	Always #Believe. 
Neutral	Watch a recording of the #NBAwards Finalists reading. 
Positive	Harry Drag Me Down High Note <3#MPN #OneDirection 
Neutral	Shine with his mic#MPN #OneDirection 
Positive	Louie :smiling_face_with_heart-eyes::heart_suit: #onedirection  #MPN & #MtvStarsNiallHoran 
Positive	Hey Guys! Next month I'm going to Korea in My Mother to spend Christmas vacation there and I'm so excited!!! #korea #onedirection #me
Neutral	lythgoepanto: 10 giorni per andare da NIALL HORAN!!! :glowing_star: #onedirection #niallhoran #niall #americanpanto #pasadena… 
Positive	Legends only :flexed_biceps:#onedirection 
Positive	OMG Niall's eyes! :o <3#MPN #OneDirection 
Neutral	WE ARE CRAZY MOFOS ! WE TAKE DOWN ALL HATERS! #ThisIsUs #WeAreDirectioners #directioner #onedirection @NiallOfficial
Positive	#MPN #OneDirection#MtvStarsNiallHoran JESUS:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes: 
Positive	Happy Birthday Midnight Memories :red_heart::party_popper::birthday_cake:#3YearsofMidnightMemories #onedirection #zayn @onedirection 
Positive	#OneDirection’s Carpool Karaoke: The Best Bits 
Positive	:thinking_face::thinking_face::thinking_face: younger is better!!! #toyboy #onedirection 
Positive	Happy Thanksgiving Everyone :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy: :front-facing_baby_chick:#thanksgiving #onedirection #harrystyles #louistomlinson… 
Positive	NO ONE SAW THAT HAPPENING :smiling_face_with_heart-eyes: @LiamPayne #OneDirection 
Positive	One direction will always be in my heart:kissing_face_with_smiling_eyes:#OneDirection #NiallHoran #LiamPayne #louis #harrystyles #ZaynMalik… 
Neutral	Dady is slaying the game of abs.AMÈM LIAM PAYNE #MtvStarsNiallHoran #MPN #OneDirection
Positive	Can't believe #3YearsofMidnightMemories ! @onedirection #onedirection #1D #directioner !!! 
Positive	LEAKED?! THIS #LiamPayne’s debut solo single? 
Positive	GM everyone #tbt #onedirection #5sos 
Neutral	Liam Payne compared to Harry Styles @LiamPayne @Harry_Styles #OneDirection 
Positive	Boys looked so FAF#MPN #OneDirection 
Neutral	#onedirection #doctorwho #harrystyles Doctor Who London Telephone Booth Poster 
Positive	GOD I LOVE ONE DIRECTION SO MUCH:red_heart: JUST WATCHED #TB1D #WHEREWEARETOUR AND LITERALLY I'M CRYING OUT LOUD! PURE TALANT #onedirection #love
Positive	after I finish dinner I'm gonna jam to mm like idk I love that album. #3yearsofmidnightmemories #3YearsOfMidnightMemories #onedirection
Positive	#onedirection #niallhoran look how cute and beautiful he is :smiling_face::see-no-evil_monkey: miss #onedirection 
Positive	@isabellelange_ happy bday isabelle thx for beefin with me all last year:weary_face::OK_hand::sweat_droplets: #Hollywood #OneDirection 
Neutral	Three years of Midnight Memories? My mind is blown and my heart hurts. #favoritealbum #onedirection #timeflies… 
Positive	#onedirection #niallhoran #harrystyles #WWATour best 2 lovely dance :smiling_face_with_smiling_eyes::red_heart: them :thumbs_up: 
Positive	When Louis touches his chest <3 Best thing ever!#MPN #OneDirection 
Positive	DIANA LET ME BE THE ONE TO LIGHT A FIRE INSIDE THOSE EYES. #onedirection #3YearsofMidnightMemories
Positive	Favourite album guys...#3yearsofmidnightmemories #onedirection #MtvStarsNiallHoran #harrystyles #LouisTomlinson 
Neutral	How students are resisting efforts to normalize Israeli apartheid 
Positive	IFC signed agreement with Bank of #Palestine to scale up lending operations to smaller firms, especially women-owne… 
Neutral	We shouldn't be celebrating other people's death even if we hate them, we're better than this! #Palestine #PalestineBurning
Negative	Hate breeds hate.. fire breeds fire#Palestine 
Negative	i fell sorry for the land of #Palestine who's burning, why everybody say #israelisburning? , say #ZionistAreBurning without white phosphorus
Neutral	Lawyer files appeal to transfer hunger-striking Palestinian prisoners to #Ramallah hospital #Palestine #Israel… 
Negative	Being An Antiwar Activist In Israel Is Dangerous 
Neutral	Don't we deserve a place to call our own, a land to call a home same as you Israelis... stop blaming us for defending our rights.#Palestine
Negative	most of the fires were caused by extreme wind gusts and drought 
Neutral	Cynthia Mckinney: AIPAC total control of US Gov't  
Positive	#Syria #Palestine -  Calling All Believers ᴴᴰ ┇ Powerful Speech ┇ The Da... 
Negative	#Palestine | Palestinian martyred by Israeli forces at checkpoint near west bank
Negative	Ethnic cleansing is morally wrong and illegal, no matter who is perpetrating it. #IsraeliApartheid #Palestine #BDS
Neutral	Muslims are news worthy only when they are behind the gun,not in front of the gun. #doublestandard #Burma #Palestine 
Neutral	THE END IS COMING SOON . #Palestine:red_heart: 
Negative	I was 'part of a terror organization' says Israeli pilot turned activist 
Neutral	#israel_on_fire #IsraelFires #Palestine Did you remember? This is the palestine. I think divine justice.:backhand_index_pointing_up_light_skin_tone: 
Negative	Israeli demolition of Palestinian woman's home 'a double crime' 
Positive	Positive news - #France to enforce labeling of products produced in illegal #settlements, etc.: 
Neutral	"#Netanyahu has warned that ""arson will be treated as terror"". Now, here is #terrorism - by illegal #Israeli settler… "
Neutral	New Yorkers denounce Israel lobby fundraiser 
Negative	Not a drop of racism in my blood... U R such a hypocrite.#PALESTINE CHILDREN R BEING TAUGHT 2 HATE & KILL #JEWS!… 
Neutral	The latest STOP ETHNIC CLEANSING OF PALESTINE! 
Negative	Prof Leibowitz: There are Judeo-Nazis. Israel Represents Darkness 
Neutral	If you're looking for work in #Palestine, TX, check out this #job: 
Positive	Thanksgiving leftover mashups are my faaaaav. One big holiday garbage pile of awesomeness.#ScreamQueens… 
Positive	Digesting while watching #ScreamQueens s1 Thanksgiving & Black Friday eps. SO SO GOOD!!
Positive	'I was just getting up to get a teaspoon of mayonnaise' :face_with_tears_of_joy: I love #ScreamQueens so much
Positive	Chanel Por Homme :face_with_tears_of_joy: #ScreamQueens
Neutral	Do you know #ScreamQueens well enough to be a Chanel yourself?!
Positive	Love is all you need to be #ThankfulFor! :red_heart: #ScreamQueens #Thanksgiving 
Positive	Jacob :victory_hand_light_skin_tone::money-mouth_face:  #screamqueens 
Positive	And now it's time for #ScreamQueens:smiling_face_with_horns::syringe::hospital::kitchen_knife:#CrazyHester :red_heart:
Negative	I can't believe they killed former chief police officer now FBI special agent Denise Hemphill! *Denise voice* #ScreamQueens
Positive	And the good part of that? A team up with Cassidy and nurse Awful, uhm I mean nurse Hoffel...:beaming_face_with_smiling_eyes:*what's the ship name?*:squinting_face_with_tongue:#ScreamQueens
Positive	Next #ScreamQueens :kiss_mark::kitchen_knife::smiling_face_with_horns:
Positive	it's a tiny little friend all wrapped up in a hot pink tuxedo .. I think about it morning, noon, & nite ... #ScreamQueens #Adderall :face_with_tears_of_joy::face_with_tears_of_joy:
Positive	10 Epic Moments in @ScreamQueens 2x06 - Blood Drive 
Neutral	Guess I'm about to catch up on #ScreamQueens
Positive	So thankful for #TheExorcist & #ScreamQueens so please @FOXTV #RenewTheExorcist & #RenewScreamQueens
Positive	Maybe Chanel's finest moment #BlackFriday #screamQueens  
Neutral	I would of never known he was the baby in the belly either #ScreamQueens
Negative	Man I'm so mad I knew it was Taylor the green meanie I was just hoping I was wrong :loudly_crying_face::loudly_crying_face: #ScreamQueens
Positive	Just watched #ScreamQueens now I'm in a pink mood :heart_with_arrow: @ScreamQueens @RobertsEmma 
Positive	whew god damn lea michele is so sexy 
Neutral	Scream Queens | #Recensione 2×06 – Blood Drive 
Positive	NW: #ScreamQueens ep. 5 Thank God Chanel # 5 is still alive! <3
Positive	Ringing in the greatest non-Chanel-O-Ween holiday of the year #BlackFriday #ScreamQueens 
Positive	Lovin' the pink outfit of the Chanels :growing_heart: #ScreamQueens
Positive	This vampire patient is hilarious :cat_with_tears_of_joy: #ScreamQueens
Negative	Watching this episode of #ScreamQueens when I'm haemophobic is so torturous. So much blood :crying_face::crying_face::crying_face:
Neutral	Cassidy is the Green Meanie????? #ScreamQueens
